author,local_guide_info,rating,review,date_text,text_backup
Sonia GARCIA,Local Guide · 227 reseñas · 928 fotos,5 estrellas,"Un museo muy completo, con unas exposiciones siempre muy interesantes y un personal atento y conocedor de lo que se expone.
Esta vez acudí a ver el documental de Saura ""Goyasaurio"" y la exposición de El sueño americano. Recomiendo los dos.",Hace 2 años,"Sonia GARCIA
Local Guide · 227 reseñas · 928 fotos






Hace 2 años
Un museo muy completo, con unas exposiciones siempre muy interesantes y un personal atento y conocedor de lo que se expone.
Esta vez acudí a ver el documental de Saura ""Goyasaurio"" y la exposición de El sueño americano. Recomiendo los dos.
3 más

Me gusta

Compartir"
Chino,Local Guide · 151 reseñas · 498 fotos,2 estrellas,E ido a una de las exposiciones un poco más normales me han dicho que hay mejores pero bueno esta no es la mejor de todas así que me tocará venir otra vez a una mejor,Hace un año,"Chino
Local Guide · 151 reseñas · 498 fotos






Hace un año
E ido a una de las exposiciones un poco más normales me han dicho que hay mejores pero bueno esta no es la mejor de todas así que me tocará venir otra vez a una mejor
0:07
7 más

Me gusta

Compartir"
María Luisa Pirla Olivan “Sekmeth 369”,7 reseñas,5 estrellas,"Hola buenas tardes, estuve el otro día en Caixa Forum Zaragoza, viendo los objetos traídos,son del antiguo Egipto,me encantó la estatua de la Diosa Sekmeth ( con cabeza de leona) en diorita...oh me impactó tan alta y esa belleza de la diorita negra con su brillo como de cristalitos,pensar que tiene miles de años...las estelas funerarias con sus jeroglíficos algunos de maldiciones para el que toque el reposo del finado y si te fijas bien en los jeroglíficos ves los símbolos del Dios Anubis(del inframundo),las barcas funerarias transportando al más allá, también magníficos los vasos canapés que es donde guardaban las entrañas del finado.
Ayyy... solo sé que a partir de ahora siempre pendiente de lo que exponen.
Carnet joven gratis, minusválidos también.
Hasta pronto espero os guste.",Hace 3 meses,"María Luisa Pirla Olivan “Sekmeth 369”
7 reseñas






Hace 3 meses
Hola buenas tardes, estuve el otro día en Caixa Forum Zaragoza, viendo los objetos traídos,son del antiguo Egipto,me encantó la estatua de la Diosa Sekmeth ( con cabeza de leona) en diorita...oh me impactó tan alta y esa belleza de la diorita negra con su brillo como de cristalitos,pensar que tiene miles de años...las estelas funerarias con sus jeroglíficos algunos de maldiciones para el que toque el reposo del finado y si te fijas bien en los jeroglíficos ves los símbolos del Dios Anubis(del inframundo),las barcas funerarias transportando al más allá, también magníficos los vasos canapés que es donde guardaban las entrañas del finado.
Ayyy... solo sé que a partir de ahora siempre pendiente de lo que exponen.
Carnet joven gratis, minusválidos también.
Hasta pronto espero os guste.
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No lo sé

Me gusta

Compartir"
Pepe,Local Guide · 73 reseñas · 101 fotos,4 estrellas,Un centro cultural con exposiciones siempre interesantes. De noche su iluminación es muy llamativa.,Hace 6 meses,"Pepe
Local Guide · 73 reseñas · 101 fotos






Hace 6 meses
Un centro cultural con exposiciones siempre interesantes. De noche su iluminación es muy llamativa.

Me gusta

Compartir"
María Pilar Brusel Mastral,Local Guide · 16 reseñas,4 estrellas,Todas las exposiciones que hacen suelen ser interesantes. Yo estuve comiendo en el restaurante entre semana y está muy bien relación calidad precio,Hace un mes,"María Pilar Brusel Mastral
Local Guide · 16 reseñas






Hace un mes
Todas las exposiciones que hacen suelen ser interesantes. Yo estuve comiendo en el restaurante entre semana y está muy bien relación calidad precio Más

Me gusta

Compartir"
Jesús Escuer,Local Guide · 176 reseñas · 240 fotos,5 estrellas,Exposición sobre retratos de diferentes épocas e importantes pintores.. Muy recomendable.. Las pinturas realistas son expectaculares,Hace 10 meses,"Jesús Escuer
Local Guide · 176 reseñas · 240 fotos






Hace 10 meses
Exposición sobre retratos de diferentes épocas e importantes pintores.. Muy recomendable.. Las pinturas realistas son expectaculares Más
13 más

1

Compartir"
Account-RLR,Local Guide · 45 reseñas · 91 fotos,5 estrellas,"Muy interesante la serie de conferencias sobre las momias del antiguo Egipto. Es un gusto asistir a las actividades de CaixaForum, siempre de calidad y bien organizadas. Recomendable para todos los amantes de la cultura en general.",Hace 5 meses,"Account-RLR
Local Guide · 45 reseñas · 91 fotos






Hace 5 meses
Muy interesante la serie de conferencias sobre las momias del antiguo Egipto. Es un gusto asistir a las actividades de CaixaForum, siempre de calidad y bien organizadas. Recomendable para todos los amantes de la cultura en general. Más

Me gusta

Compartir"
Esther del Pozo,15 reseñas,1 estrella,"Día y noche internacional de los museos, entrada libre de 10 a 24h.
MENTIRA, es entrada gratuita, NO libre si te hacen reservar entrada, que aprendan a utilizar bien el lenguaje si participan de la cultura.",Hace 4 meses,"Esther del Pozo
15 reseñas






Hace 4 meses
Día y noche internacional de los museos, entrada libre de 10 a 24h.
MENTIRA, es entrada gratuita, NO libre si te hacen reservar entrada, que aprendan a utilizar bien el lenguaje si participan de la cultura.

Me gusta

Compartir"
carlos bartolomr,Local Guide · 112 reseñas · 87 fotos,5 estrellas,"Fascinante, buen sitio cultural donde pones exposiciones muy buenas. También tiene cafeteria en la parte superior y tambien tiene terrazas miradores y se ven unos atardeceres excepcionales",Hace un año,"carlos bartolomr
Local Guide · 112 reseñas · 87 fotos






Hace un año
Fascinante, buen sitio cultural donde pones exposiciones muy buenas. También tiene cafeteria en la parte superior y tambien tiene terrazas miradores y se ven unos atardeceres excepcionales

Me gusta

Compartir"
Salvador Berlanga Quintero,Local Guide · 43 reseñas · 20 fotos,5 estrellas,"Espacio cultural de primer orden en Zaragoza. Su programación es sorprendente, variada y familiar. Su equipo de trabajo magníficos profesionales. Sus espacios amplios y perfectamente adaptados para personas con movilidad reducida que, además, tienen entrada gratis. Muy recomendable.",Hace 6 meses,"Salvador Berlanga Quintero
Local Guide · 43 reseñas · 20 fotos






Hace 6 meses
Espacio cultural de primer orden en Zaragoza. Su programación es sorprendente, variada y familiar. Su equipo de trabajo magníficos profesionales. Sus espacios amplios y perfectamente adaptados para personas con movilidad reducida que, además, tienen entrada gratis. Muy recomendable. Más

Me gusta

Compartir"
Sergio Arbues Dieste,Local Guide · 146 reseñas · 6 fotos,4 estrellas,"Fuimos a la exposición momias de Egipto, muy espacioso y tranquilo para poder ver las exposiciones sin prisas y al deralle.",Hace 3 meses,"Sergio Arbues Dieste
Local Guide · 146 reseñas · 6 fotos






Hace 3 meses
Fuimos a la exposición momias de Egipto, muy espacioso y tranquilo para poder ver las exposiciones sin prisas y al deralle.

Me gusta

Compartir"
Raquel M. M.,Local Guide · 40 reseñas · 58 fotos,5 estrellas,"Exposición colores del mundo.
Un placer visual. Además una bonita experiencia para compartir con los pequeños.",Hace un año,"Raquel M. M.
Local Guide · 40 reseñas · 58 fotos






Hace un año
Exposición colores del mundo.
Un placer visual. Además una bonita experiencia para compartir con los pequeños. Más
3 más

Me gusta

Compartir"
luis manuel quiroga López,Local Guide · 709 reseñas · 8.724 fotos,5 estrellas,"Magnífico edificio, como todos los de la Fundació la Caixa, este de de la arquitecta Carmen Pitos Despont: impresionante!!!! Realiza una serie de actos culturales, exposiciones,  conferencias, etc.",Hace 5 años,"luis manuel quiroga López
Local Guide · 709 reseñas · 8.724 fotos






Hace 5 años
Magnífico edificio, como todos los de la Fundació la Caixa, este de de la arquitecta Carmen Pitos Despont: impresionante!!!! Realiza una serie de actos culturales, exposiciones,  conferencias, etc.

Me gusta

Compartir"
Liset B. Armas Aguila,Local Guide · 517 reseñas · 9.956 fotos,5 estrellas,"Visita muy amena para realizar, exposición y charla bien interesante sobre la luna. Buen trato por parte de los trabajadores. Salas acogedoras, sitio bastante moderno.",Hace 4 años,"Liset B. Armas Aguila
Local Guide · 517 reseñas · 9.956 fotos






Hace 4 años
Visita muy amena para realizar, exposición y charla bien interesante sobre la luna. Buen trato por parte de los trabajadores. Salas acogedoras, sitio bastante moderno.
4 más

3

Compartir"
So GM,Local Guide · 487 reseñas · 2.769 fotos,4 estrellas,Edificio moderno con amplias salas para exposiciones. Normalmente suele tener dos que visitar. En el último piso dispone de restaurante.,Hace 5 años,"So GM
Local Guide · 487 reseñas · 2.769 fotos






Hace 5 años
Edificio moderno con amplias salas para exposiciones. Normalmente suele tener dos que visitar. En el último piso dispone de restaurante.
2 más

Me gusta

Compartir"
Diego González Termis,7 reseñas,5 estrellas,Increíble experiencia. La exposición sobre momias del Antiguo Egipto muy completa y merece totalmente la pena. Los dependientes de tienda Alberto y Sara muy agradables los dos. Nos dieron muy buenas recomendaciones de qué comprar y nos llevamos bastantes cosas.,Hace 5 meses,"Diego González Termis
7 reseñas






Hace 5 meses
Increíble experiencia. La exposición sobre momias del Antiguo Egipto muy completa y merece totalmente la pena. Los dependientes de tienda Alberto y Sara muy agradables los dos. Nos dieron muy buenas recomendaciones de qué comprar y nos llevamos bastantes cosas. Más

Me gusta

Compartir"
Marisa Zgz.,Local Guide · 250 reseñas,5 estrellas,Muy buenas exposiciones. Tan solo reseñar que la guía de un grupo no ha respetado a las personas que estábamos viendo una de las vitrinas y nos ha dicho que nos fuéramos a ver otra cosa que ella tenía que continuar con su grupo. No me…,Hace 6 meses,"Marisa Zgz.
Local Guide · 250 reseñas






Hace 6 meses
Muy buenas exposiciones. Tan solo reseñar que la guía de un grupo no ha respetado a las personas que estábamos viendo una de las vitrinas y nos ha dicho que nos fuéramos a ver otra cosa que ella tenía que continuar con su grupo. No me… Más

Me gusta

Compartir"
Carlos Gallego,Local Guide · 103 reseñas · 163 fotos,5 estrellas,Un lugar con exposiciones muy interesantes,Hace 4 meses,"Carlos Gallego
Local Guide · 103 reseñas · 163 fotos






Hace 4 meses
Un lugar con exposiciones muy interesantes
3 más

Me gusta

Compartir"
susana lopez ortiz,Local Guide · 361 reseñas · 2.332 fotos,5 estrellas,Buen sitio para ver exposiciones de temática muy diversa y para todos los públicos...sin duda un buen plan de fin de semana,Hace 4 meses,"susana lopez ortiz
Local Guide · 361 reseñas · 2.332 fotos






Hace 4 meses
Buen sitio para ver exposiciones de temática muy diversa y para todos los públicos...sin duda un buen plan de fin de semana Más

Me gusta

Compartir"
Gabriel Sebastian,Local Guide · 241 reseñas · 1.653 fotos,5 estrellas,"Muy interesante la exposición permanente y muy divertida la exposición de espejos, debo destacar que es una exposición donde hay que tocar todo, pero nos dieron guantes y habia alcohol en gel por todos lados para preservar la higiene, estaba todo muy bien explicado y el personal muy atento y agradable.",Hace 4 años,"Gabriel Sebastian
Local Guide · 241 reseñas · 1.653 fotos






Hace 4 años
Muy interesante la exposición permanente y muy divertida la exposición de espejos, debo destacar que es una exposición donde hay que tocar todo, pero nos dieron guantes y habia alcohol en gel por todos lados para preservar la higiene, estaba todo muy bien explicado y el personal muy atento y agradable.

Me gusta

Compartir"
Sergi Mussull,Local Guide · 309 reseñas · 2.064 fotos,5 estrellas,Buenas exposiciones. El edificio és precioso . En el ultimo piso tienen restaurante con un menu a un precio muy razonable por la calidad. Aunque me parece que con el Covid esta cerrado. Las expos abiertas,Hace 3 años,"Sergi Mussull
Local Guide · 309 reseñas · 2.064 fotos






Hace 3 años
Buenas exposiciones. El edificio és precioso . En el ultimo piso tienen restaurante con un menu a un precio muy razonable por la calidad. Aunque me parece que con el Covid esta cerrado. Las expos abiertas

Me gusta

Compartir"
Bettina Talasimov,Local Guide · 34 reseñas · 4 fotos,5 estrellas,"Fuimos a dos exposiciones, momias egipcias y cómics, muy buenas. Luego visita a la cafetería que como siempre, tiene excelente servicio en un lugar tranquilo y agradable.",Hace 5 meses,"Bettina Talasimov
Local Guide · 34 reseñas · 4 fotos






Hace 5 meses
Fuimos a dos exposiciones, momias egipcias y cómics, muy buenas. Luego visita a la cafetería que como siempre, tiene excelente servicio en un lugar tranquilo y agradable. Más

Me gusta

Compartir"
Merche,Local Guide · 140 reseñas · 215 fotos,5 estrellas,"Sala de exposiciones de La Caixa. Un edificio muy moderno que alberga muy diferentes exposiciones. Hay que estar al tanto porque cambian mucho y ponen temáticas muy variadas. Las salas son amplias y, generalmente,  todo está muy bien explicado. Tienes opciones de charlas, talleres o incluso hay opción de ver la exposición que toca con guía (por otro precio). Los clientes de la Caixa entran gratis, pero para los demás, el precio de la entrada no suele ser elevado, teniendo en cuenta que puedes acceder a todas las exposiciones que haya en ese momento. A mí me encanta,  la verdad.",Hace 6 meses,"Merche
Local Guide · 140 reseñas · 215 fotos






Hace 6 meses
Sala de exposiciones de La Caixa. Un edificio muy moderno que alberga muy diferentes exposiciones. Hay que estar al tanto porque cambian mucho y ponen temáticas muy variadas. Las salas son amplias y, generalmente,  todo está muy bien explicado. Tienes opciones de charlas, talleres o incluso hay opción de ver la exposición que toca con guía (por otro precio). Los clientes de la Caixa entran gratis, pero para los demás, el precio de la entrada no suele ser elevado, teniendo en cuenta que puedes acceder a todas las exposiciones que haya en ese momento. A mí me encanta,  la verdad.
Se visitó en
Día festivo
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Sara Navarro,6 reseñas,5 estrellas,"Sitio agradable, exposiciones interesantes y amigable con autistas. Además en la tienda hay juguetes y libros sensoriales.",Hace 2 meses,"Sara Navarro
6 reseñas






Hace 2 meses
Sitio agradable, exposiciones interesantes y amigable con autistas. Además en la tienda hay juguetes y libros sensoriales.
Se visitó en
Día laborable
Tiempo de espera
Sin espera

Me gusta

Compartir"
Oscar Valios Avila,Local Guide · 254 reseñas · 579 fotos,5 estrellas,"Un lugar que por su arquitectura ya vale la pena visitar.  Tiene exposiciones muy interesantes y variadas que dan la oportunidad de conocer en Zaragoza cosas que de otra forma no sería posible.  Muy recomendable también su tienda en la planta baja con libros relacionados con las exposiciones que tiene en cada momento y otros más generales.  Especial mención merece la zona dedicada a los niños, con libros muy interesantes.",Hace 6 años,"Oscar Valios Avila
Local Guide · 254 reseñas · 579 fotos






Hace 6 años
Un lugar que por su arquitectura ya vale la pena visitar.  Tiene exposiciones muy interesantes y variadas que dan la oportunidad de conocer en Zaragoza cosas que de otra forma no sería posible.  Muy recomendable también su tienda en la planta baja con libros relacionados con las exposiciones que tiene en cada momento y otros más generales.  Especial mención merece la zona dedicada a los niños, con libros muy interesantes.

Me gusta

Compartir"
Manu Subias (manuszgz98),Local Guide · 12 reseñas · 2 fotos,5 estrellas,"Fui a visitar la exposición de los tatuajes. Fue muy entretenida, el guía Guillen lo hizo muy interesante y ameno.",Hace un año,"Manu Subias (manuszgz98)
Local Guide · 12 reseñas · 2 fotos






Hace un año
Fui a visitar la exposición de los tatuajes. Fue muy entretenida, el guía Guillen lo hizo muy interesante y ameno.

Me gusta

Compartir"
Ricardo Ibarborde,Local Guide · 122 reseñas · 1.959 fotos,5 estrellas,Muy hermoso lugar. Y excelente propuesta la exposición,Hace 2 años,"Ricardo Ibarborde
Local Guide · 122 reseñas · 1.959 fotos






Hace 2 años
Muy hermoso lugar. Y excelente propuesta la exposición
47 más

Me gusta

Compartir"
Haizea Echeverría Lázaro,Local Guide · 16 reseñas · 27 fotos,5 estrellas,Exposiciones muy interesantes y bien acondicionadas. Espacio moderno y acogedor. La cafetería-mirador nos encantó. Ideal para ir en familia o en pareja.,Hace 2 años,"Haizea Echeverría Lázaro
Local Guide · 16 reseñas · 27 fotos






Hace 2 años
Exposiciones muy interesantes y bien acondicionadas. Espacio moderno y acogedor. La cafetería-mirador nos encantó. Ideal para ir en familia o en pareja.

Me gusta

Compartir"
Monika del Agua,Local Guide · 24 reseñas · 38 fotos,4 estrellas,"Las exposiciones actuales son muy interesantes:Espías y cine y Egipto
Además siendo clientes Caixa la entrada es gratuita 😉",Hace 4 meses,"Monika del Agua
Local Guide · 24 reseñas · 38 fotos






Hace 4 meses
Las exposiciones actuales son muy interesantes:Espías y cine y Egipto
Además siendo clientes Caixa la entrada es gratuita 😉
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Jorge Luis Agoiz,Local Guide · 62 reseñas · 92 fotos,5 estrellas,"Un espacio estupendo, la exposición sobre Egipto tiene unas piezas de mucha calidad. Todo muy bien explicado.",Hace 3 semanas,"Jorge Luis Agoiz
Local Guide · 62 reseñas · 92 fotos






Hace 3 semanas
NUEVA
Un espacio estupendo, la exposición sobre Egipto tiene unas piezas de mucha calidad. Todo muy bien explicado.
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No lo sé

Me gusta

Compartir"
Rossy Ibáñez,Local Guide · 53 reseñas · 9 fotos,5 estrellas,"Hay magia en cada exposición, genial!",Hace 5 meses,"Rossy Ibáñez
Local Guide · 53 reseñas · 9 fotos






Hace 5 meses
Hay magia en cada exposición, genial!
Se visitó en
Día laborable
Tiempo de espera
Sin espera

Me gusta

Compartir"
Victorpasamar@gmail.con Victor1,5 reseñas,1 estrella,"I
Me parece increíble que no promociónen ni las colecciones de los clientes , en mi caso la colección Pasamar - Onila, presente en numerosas exposiciones y donada en parte al Museo de Zaragoza.Al menos las sedes locales deberían implicarse....Recurrir por sistema a los fondos del British Museum me parece simplón y en nada favorecedor a nuestro desarrollo cultura.",Hace 5 meses,"Victorpasamar@gmail.con Victor1
5 reseñas






Hace 5 meses
I
Me parece increíble que no promociónen ni las colecciones de los clientes , en mi caso la colección Pasamar - Onila, presente en numerosas exposiciones y donada en parte al Museo de Zaragoza.Al menos las sedes locales deberían implicarse....Recurrir por sistema a los fondos del British Museum me parece simplón y en nada favorecedor a nuestro desarrollo cultura.
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Salvador Lavilla,21 reseñas,4 estrellas,"Muy buen lugar para pasar una tarde en familia, pareja o con amigos, exposiciones rotativas super interesantes con una amplitud inmensa de temas de los que aprender. Además es muy barato para lo que ofrece.",Hace 5 meses,"Salvador Lavilla
21 reseñas






Hace 5 meses
Muy buen lugar para pasar una tarde en familia, pareja o con amigos, exposiciones rotativas super interesantes con una amplitud inmensa de temas de los que aprender. Además es muy barato para lo que ofrece.
Tiempo de espera
Sin espera

Me gusta

Compartir"
Fer gimenez que,Local Guide · 173 reseñas · 106 fotos,5 estrellas,Impresionante las exposiciones periódicas que ponen son realmente estupendas. Un 10,Hace 4 meses,"Fer gimenez que
Local Guide · 173 reseñas · 106 fotos






Hace 4 meses
Impresionante las exposiciones periódicas que ponen son realmente estupendas. Un 10
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Julio Muñoz,Local Guide · 69 reseñas · 5 fotos,5 estrellas,Bonito lugar para pasar un buen rato viendo alguna exposición o evento,Hace 3 meses,"Julio Muñoz
Local Guide · 69 reseñas · 5 fotos






Hace 3 meses
Bonito lugar para pasar un buen rato viendo alguna exposición o evento
Se visitó en
Día festivo
Tiempo de espera
Sin espera
Reserva recomendada
Sí

Me gusta

Compartir"
Pedro Crespo,Local Guide · 715 reseñas · 1.275 fotos,2 estrellas,"Se hacen exposiciones interesantes, pero se me escapa el motivo último que explique el por el que se edifica eso ahí y no se utilice el espacio para haberlo aprovechado para mejoras del barrio y beneficios sociales",Hace 6 meses,"Pedro Crespo
Local Guide · 715 reseñas · 1.275 fotos






Hace 6 meses
Se hacen exposiciones interesantes, pero se me escapa el motivo último que explique el por el que se edifica eso ahí y no se utilice el espacio para haberlo aprovechado para mejoras del barrio y beneficios sociales
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No lo sé

Me gusta

Compartir"
Cristina Lara Guisado,Local Guide · 42 reseñas · 8 fotos,5 estrellas,Las dos exposiciones muy buenas. Muy recomendables,Hace 6 meses,"Cristina Lara Guisado
Local Guide · 42 reseñas · 8 fotos






Hace 6 meses
Las dos exposiciones muy buenas. Muy recomendables
Se visitó en
Fin de semana
Tiempo de espera
Hasta 10 min
Reserva recomendada
Sí

Me gusta

Compartir"
Juan Manuel Bernad Polo,Local Guide · 102 reseñas · 206 fotos,5 estrellas,"Exposiciones variadas, muy interesantes y muy cuidada la exhibición. El edificio también merece la pena y el trato exquisito",Hace 3 años,"Juan Manuel Bernad Polo
Local Guide · 102 reseñas · 206 fotos






Hace 3 años
Exposiciones variadas, muy interesantes y muy cuidada la exhibición. El edificio también merece la pena y el trato exquisito

Me gusta

Compartir"
Jesús Sipán,Local Guide · 5 reseñas · 2 fotos,5 estrellas,Exposiciones bastante interesantes y actividades para ir en familia.,Hace 2 semanas,"Jesús Sipán
Local Guide · 5 reseñas · 2 fotos






Hace 2 semanas
NUEVA
Exposiciones bastante interesantes y actividades para ir en familia.
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Laura Arnedo Echeverria,Local Guide · 66 reseñas · 26 fotos,5 estrellas,"Mi familia y yo pasamos mucho tiempo en los alrededores ya que desde que están el Caixa Forum hay una zona verde.
El Caixa Forum como tal tiene muchas y variadas exposiciones. Si eres cliente son gratis y algunas lo son también si eres docente.
La cafetería también me gusta mucho y tiene un menú que por calidad-precio está muy bien.",Hace 2 años,"Laura Arnedo Echeverria
Local Guide · 66 reseñas · 26 fotos






Hace 2 años
Mi familia y yo pasamos mucho tiempo en los alrededores ya que desde que están el Caixa Forum hay una zona verde.
El Caixa Forum como tal tiene muchas y variadas exposiciones. Si eres cliente son gratis y algunas lo son también si eres docente.
La cafetería también me gusta mucho y tiene un menú que por calidad-precio está muy bien.

Me gusta

Compartir"
Nuria Garcia,10 reseñas · 1 foto,5 estrellas,Lugar muy amplio y perfecto para las exposiciones.,Hace 3 meses,"Nuria Garcia
10 reseñas · 1 foto






Hace 3 meses
Lugar muy amplio y perfecto para las exposiciones.
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
Sí

Me gusta

Compartir"
María Blázquez Learde,Local Guide · 205 reseñas · 740 fotos,4 estrellas,"Me parece que las exposiciones son un poco pequeñas y cortas. Además para el pedazo de edificio que es esta un poco mal aprovechado.

El problema de la terraza son las vistas. Pero para un rato no está mal.",Hace 2 años,"María Blázquez Learde
Local Guide · 205 reseñas · 740 fotos






Hace 2 años
Me parece que las exposiciones son un poco pequeñas y cortas. Además para el pedazo de edificio que es esta un poco mal aprovechado.

El problema de la terraza son las vistas. Pero para un rato no está mal.
0:13

Me gusta

Compartir"
Ignacio José Abasolo Rodriguez,Local Guide · 131 reseñas · 109 fotos,3 estrellas,Muy bien las exposiciones y el lugar pero es terrible que la tienda tenga un horario. Resulta que de 2pm a 5 pm encuentra cerrada y eso es ridículo. Me he quedado sin poder comprar varias cosas y unos amigos extranjeros que se van mañana también. Detener el turismo a la hora de la siesta es terrible.,Hace 2 años,"Ignacio José Abasolo Rodriguez
Local Guide · 131 reseñas · 109 fotos






Hace 2 años
Muy bien las exposiciones y el lugar pero es terrible que la tienda tenga un horario. Resulta que de 2pm a 5 pm encuentra cerrada y eso es ridículo. Me he quedado sin poder comprar varias cosas y unos amigos extranjeros que se van mañana también. Detener el turismo a la hora de la siesta es terrible.

2

Compartir
Respuesta del propietario Hace 2 años
Buenos días Ignacio José, por motivos relacionados con la COVID-19 el horario de la tienda se ha visto afectado. El nuevo horario habitual a partir del 25 de octubre: De lunes a domingo, de 10 a 20 h. Gracias"
T.,Local Guide · 27 reseñas,3 estrellas,"Sitio chulo con exposiciónes interesantes, pero a la cafetería mejor ahorrarse la visita porque tienen precios excesivos.",Hace 5 meses,"T.
Local Guide · 27 reseñas






Hace 5 meses
Sitio chulo con exposiciónes interesantes, pero a la cafetería mejor ahorrarse la visita porque tienen precios excesivos.

Me gusta

Compartir"
Julio JR Rodríguez Pineda,Local Guide · 11 reseñas · 12 fotos,5 estrellas,Siempre con excelentes exposiciones. Estoy muy pendiente de cualquier actividad que tenga.,Hace un año,"Julio JR Rodríguez Pineda
Local Guide · 11 reseñas · 12 fotos






Hace un año
Siempre con excelentes exposiciones. Estoy muy pendiente de cualquier actividad que tenga.
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
Sí
2 más

Me gusta

Compartir"
Marta Morales,Local Guide · 94 reseñas · 234 fotos,5 estrellas,Trae unas exposiciones únicas y muy interesantes. El edificio en si es ya un espectáculo que merece la pena ver,Hace 2 años,"Marta Morales
Local Guide · 94 reseñas · 234 fotos






Hace 2 años
Trae unas exposiciones únicas y muy interesantes. El edificio en si es ya un espectáculo que merece la pena ver
2 más

Me gusta

Compartir"
Ramonthin,Local Guide · 110 reseñas · 257 fotos,5 estrellas,"Excelente espacio cultural. Hoy he visitado dos diferentes exposiciones, antagónicas en el tiempo, y he quedado impresionado. Perfecto!",Hace 2 años,"Ramonthin
Local Guide · 110 reseñas · 257 fotos






Hace 2 años
Excelente espacio cultural. Hoy he visitado dos diferentes exposiciones, antagónicas en el tiempo, y he quedado impresionado. Perfecto!

1

Compartir"
Oscar Castro,Local Guide · 269 reseñas · 730 fotos,4 estrellas,"Estuve en el restaurante para el 12-O y estuvo genial.
Un menú especial Pilares que nos encantó.",Hace 6 años,"Oscar Castro
Local Guide · 269 reseñas · 730 fotos






Hace 6 años
Estuve en el restaurante para el 12-O y estuvo genial.
Un menú especial Pilares que nos encantó.
2 más

Me gusta

Compartir"
Elena,Local Guide · 63 reseñas · 97 fotos,5 estrellas,"Las recepcionistas son super agradables y te informan super bien.
El museo trae exposiciones muy interesantes, lo cual se agradece.
La tienda es una fantasía!!",Hace 6 meses,"Elena
Local Guide · 63 reseñas · 97 fotos






Hace 6 meses
Las recepcionistas son super agradables y te informan super bien.
El museo trae exposiciones muy interesantes, lo cual se agradece.
La tienda es una fantasía!!
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Juantxo Martínez Duque,Local Guide · 148 reseñas · 1.247 fotos,5 estrellas,Espectacular edificio y espectacular la exposición: LUJO de los Asirios a Alejandro Magno!!! Visita ineludible!!!,Hace 4 años,"Juantxo Martínez Duque
Local Guide · 148 reseñas · 1.247 fotos






Hace 4 años
Espectacular edificio y espectacular la exposición: LUJO de los Asirios a Alejandro Magno!!! Visita ineludible!!!
12 más

Me gusta

Compartir"
Carlos Revelderia,24 reseñas,5 estrellas,"Lugar ideal con excelentes exposiciones cerca del centro
Muy recomendable para ir en familia, incluso los domingos",Hace 6 meses,"Carlos Revelderia
24 reseñas






Hace 6 meses
Lugar ideal con excelentes exposiciones cerca del centro
Muy recomendable para ir en familia, incluso los domingos

Me gusta

Compartir"
David De la Torre Bello,Local Guide · 405 reseñas · 595 fotos,4 estrellas,"La entrada cuesta entre 4 y 9 euros, o es gratis si eres cliente de Caixa o tienes tarjeta Fnac. La organización de las exposiciones está muy bien; como es un espacio lineal, no te dejas nada por ver. Los baños están súper limpios. Las exposiciones van cambiando con el tiempo, así que está bien ir de vez en cuando.",Hace 7 meses,"David De la Torre Bello
Local Guide · 405 reseñas · 595 fotos






Hace 7 meses
La entrada cuesta entre 4 y 9 euros, o es gratis si eres cliente de Caixa o tienes tarjeta Fnac. La organización de las exposiciones está muy bien; como es un espacio lineal, no te dejas nada por ver. Los baños están súper limpios. Las exposiciones van cambiando con el tiempo, así que está bien ir de vez en cuando.
Se visitó en
Fin de semana
Tiempo de espera
Hasta 10 min
Reserva recomendada
Sí

Me gusta

Compartir"
Cristina Pastor,12 reseñas,5 estrellas,Espectacular la exposición de momias. Bien merece la visita,Hace 3 meses,"Cristina Pastor
12 reseñas






Hace 3 meses
Espectacular la exposición de momias. Bien merece la visita
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
Sí

Me gusta

Compartir"
